Country,Year,Sex,NCD_Mortality,IndicatorName,CountryCode,Risk_Level,Continent
Bangladesh,2011,Both sexes,520.6,Age-standardized NCD mortality rate  (per 100 000 population),BGD,Moderate,
Kenya,2011,Both sexes,528.8,Age-standardized NCD mortality rate  (per 100 000 population),KEN,Moderate,Africa
Sri Lanka,2011,Both sexes,531.4,Age-standardized NCD mortality rate  (per 100 000 population),LKA,Moderate,
Malaysia,2011,Both sexes,535.9,Age-standardized NCD mortality rate  (per 100 000 population),MYS,Moderate,
Saint Vincent and the Grenadines,2011,Both sexes,538.0,Age-standardized NCD mortality rate  (per 100 000 population),VCT,Moderate,
Bolivia (Plurinational State of),2011,Both sexes,553.2,Age-standardized NCD mortality rate  (per 100 000 population),BOL,Moderate,
Slovakia,2011,Both sexes,546.8,Age-standardized NCD mortality rate  (per 100 000 population),SVK,Moderate,
Niger,2011,Both sexes,563.9,Age-standardized NCD mortality rate  (per 100 000 population),NER,Moderate,
Equatorial Guinea,2011,Both sexes,563.9,Age-standardized NCD mortality rate  (per 100 000 population),GNQ,Moderate,
Algeria,2011,Both sexes,562.6,Age-standardized NCD mortality rate  (per 100 000 population),DZA,Moderate,
Bahamas,2011,Both sexes,557.3,Age-standardized NCD mortality rate  (per 100 000 population),BHS,Moderate,
India,2011,Both sexes,556.2,Age-standardized NCD mortality rate  (per 100 000 population),IND,Moderate,Asia
Libya,2011,Both sexes,573.5,Age-standardized NCD mortality rate  (per 100 000 population),LBY,Moderate,
Uganda,2011,Both sexes,583.9,Age-standardized NCD mortality rate  (per 100 000 population),UGA,Moderate,Africa
Sao Tome and Principe,2011,Both sexes,582.5,Age-standardized NCD mortality rate  (per 100 000 population),STP,Moderate,
Seychelles,2011,Both sexes,580.4,Age-standardized NCD mortality rate  (per 100 000 population),SYC,Moderate,
Montenegro,2011,Both sexes,580.9,Age-standardized NCD mortality rate  (per 100 000 population),MNE,Moderate,
Djibouti,2011,Both sexes,585.7,Age-standardized NCD mortality rate  (per 100 000 population),DJI,Moderate,
Honduras,2011,Both sexes,590.0,Age-standardized NCD mortality rate  (per 100 000 population),HND,Moderate,
Iraq,2011,Both sexes,593.6,Age-standardized NCD mortality rate  (per 100 000 population),IRQ,Moderate,
Viet Nam,2011,Both sexes,591.4,Age-standardized NCD mortality rate  (per 100 000 population),VNM,Moderate,
Timor-Leste,2011,Both sexes,588.9,Age-standardized NCD mortality rate  (per 100 000 population),TLS,Moderate,
China,2011,Both sexes,595.2,Age-standardized NCD mortality rate  (per 100 000 population),CHN,Moderate,Asia
Mauritius,2011,Both sexes,603.5,Age-standardized NCD mortality rate  (per 100 000 population),MUS,Moderate,
Lithuania,2011,Both sexes,597.1,Age-standardized NCD mortality rate  (per 100 000 population),LTU,Moderate,
Philippines,2011,Both sexes,613.3,Age-standardized NCD mortality rate  (per 100 000 population),PHL,Moderate,
Senegal,2011,Both sexes,614.7,Age-standardized NCD mortality rate  (per 100 000 population),SEN,Moderate,
Comoros,2011,Both sexes,613.2,Age-standardized NCD mortality rate  (per 100 000 population),COM,Moderate,
Namibia,2011,Both sexes,612.9,Age-standardized NCD mortality rate  (per 100 000 population),NAM,Moderate,
Maldives,2011,Both sexes,608.0,Age-standardized NCD mortality rate  (per 100 000 population),MDV,Moderate,
Hungary,2011,Both sexes,609.6,Age-standardized NCD mortality rate  (per 100 000 population),HUN,Moderate,
Sudan,2011,Both sexes,622.3,Age-standardized NCD mortality rate  (per 100 000 population),SDN,Moderate,
Zambia,2011,Both sexes,618.6,Age-standardized NCD mortality rate  (per 100 000 population),ZMB,Moderate,
Morocco,2011,Both sexes,618.7,Age-standardized NCD mortality rate  (per 100 000 population),MAR,Moderate,
Rwanda,2011,Both sexes,623.7,Age-standardized NCD mortality rate  (per 100 000 population),RWA,Moderate,Africa
Jamaica,2011,Both sexes,620.2,Age-standardized NCD mortality rate  (per 100 000 population),JAM,Moderate,
Romania,2011,Both sexes,617.0,Age-standardized NCD mortality rate  (per 100 000 population),ROU,Moderate,
Latvia,2011,Both sexes,615.0,Age-standardized NCD mortality rate  (per 100 000 population),LVA,Moderate,
Malawi,2011,Both sexes,633.1,Age-standardized NCD mortality rate  (per 100 000 population),MWI,Moderate,
Benin,2011,Both sexes,642.8,Age-standardized NCD mortality rate  (per 100 000 population),BEN,Moderate,
Liberia,2011,Both sexes,643.6,Age-standardized NCD mortality rate  (per 100 000 population),LBR,Moderate,
Gambia,2011,Both sexes,635.3,Age-standardized NCD mortality rate  (per 100 000 population),GMB,Moderate,
Oman,2011,Both sexes,641.0,Age-standardized NCD mortality rate  (per 100 000 population),OMN,Moderate,
Mali,2011,Both sexes,658.6,Age-standardized NCD mortality rate  (per 100 000 population),MLI,Moderate,
South Africa,2011,Both sexes,655.2,Age-standardized NCD mortality rate  (per 100 000 population),ZAF,Moderate,
Chad,2011,Both sexes,666.9,Age-standardized NCD mortality rate  (per 100 000 population),TCD,Moderate,
Gabon,2011,Both sexes,668.6,Age-standardized NCD mortality rate  (per 100 000 population),GAB,Moderate,
Angola,2011,Both sexes,672.1,Age-standardized NCD mortality rate  (per 100 000 population),AGO,Moderate,
Burundi,2011,Both sexes,668.7,Age-standardized NCD mortality rate  (per 100 000 population),BDI,Moderate,
Ghana,2011,Both sexes,665.6,Age-standardized NCD mortality rate  (per 100 000 population),GHA,Moderate,
North Macedonia,2011,Both sexes,666.9,Age-standardized NCD mortality rate  (per 100 000 population),MKD,Moderate,
Serbia,2011,Both sexes,670.3,Age-standardized NCD mortality rate  (per 100 000 population),SRB,Moderate,
Armenia,2011,Both sexes,672.7,Age-standardized NCD mortality rate  (per 100 000 population),ARM,Moderate,
Bulgaria,2011,Both sexes,666.0,Age-standardized NCD mortality rate  (per 100 000 population),BGR,Moderate,
Yemen,2011,Both sexes,682.6,Age-standardized NCD mortality rate  (per 100 000 population),YEM,Moderate,
Guinea,2011,Both sexes,679.8,Age-standardized NCD mortality rate  (per 100 000 population),GIN,Moderate,
Cote d'Ivoire,2011,Both sexes,682.9,Age-standardized NCD mortality rate  (per 100 000 population),CIV,Moderate,
Sierra Leone,2011,Both sexes,683.1,Age-standardized NCD mortality rate  (per 100 000 population),SLE,Moderate,
Qatar,2011,Both sexes,677.9,Age-standardized NCD mortality rate  (per 100 000 population),QAT,Moderate,
Tonga,2011,Both sexes,675.1,Age-standardized NCD mortality rate  (per 100 000 population),TON,Moderate,
Turkmenistan,2011,Both sexes,684.5,Age-standardized NCD mortality rate  (per 100 000 population),TKM,Moderate,
Burkina Faso,2011,Both sexes,686.1,Age-standardized NCD mortality rate  (per 100 000 population),BFA,Moderate,
Indonesia,2011,Both sexes,691.0,Age-standardized NCD mortality rate  (per 100 000 population),IDN,Moderate,
Democratic Republic of the Congo,2011,Both sexes,704.9,Age-standardized NCD mortality rate  (per 100 000 population),COD,Moderate,
Papua New Guinea,2011,Both sexes,700.9,Age-standardized NCD mortality rate  (per 100 000 population),PNG,Moderate,
Cameroon,2011,Both sexes,703.7,Age-standardized NCD mortality rate  (per 100 000 population),CMR,Moderate,
Democratic People's Republic of Korea,2011,Both sexes,695.7,Age-standardized NCD mortality rate  (per 100 000 population),PRK,Moderate,
Cambodia,2011,Both sexes,695.7,Age-standardized NCD mortality rate  (per 100 000 population),KHM,Moderate,
Syrian Arab Republic,2011,Both sexes,700.9,Age-standardized NCD mortality rate  (per 100 000 population),SYR,Moderate,
Myanmar,2011,Both sexes,707.4,Age-standardized NCD mortality rate  (per 100 000 population),MMR,Moderate,
Tajikistan,2011,Both sexes,712.0,Age-standardized NCD mortality rate  (per 100 000 population),TJK,Moderate,
Grenada,2011,Both sexes,710.3,Age-standardized NCD mortality rate  (per 100 000 population),GRD,Moderate,
Guinea-Bissau,2011,Both sexes,720.2,Age-standardized NCD mortality rate  (per 100 000 population),GNB,Moderate,
Madagascar,2011,Both sexes,715.7,Age-standardized NCD mortality rate  (per 100 000 population),MDG,Moderate,
Botswana,2011,Both sexes,717.2,Age-standardized NCD mortality rate  (per 100 000 population),BWA,Moderate,
Pakistan,2011,Both sexes,715.8,Age-standardized NCD mortality rate  (per 100 000 population),PAK,Moderate,
Mozambique,2011,Both sexes,727.6,Age-standardized NCD mortality rate  (per 100 000 population),MOZ,Moderate,
Lao People's Democratic Republic,2011,Both sexes,731.0,Age-standardized NCD mortality rate  (per 100 000 population),LAO,Moderate,
"occupied Palestinian territory, including east Jerusalem",2011,Both sexes,733.7,Age-standardized NCD mortality rate  (per 100 000 population),PSE,Moderate,
Ukraine,2011,Both sexes,735.0,Age-standardized NCD mortality rate  (per 100 000 population),UKR,Moderate,
Congo,2011,Both sexes,747.6,Age-standardized NCD mortality rate  (per 100 000 population),COG,Moderate,
Togo,2011,Both sexes,748.3,Age-standardized NCD mortality rate  (per 100 000 population),TGO,Moderate,
Russian Federation,2011,Both sexes,745.4,Age-standardized NCD mortality rate  (per 100 000 population),RUS,Moderate,
Guyana,2011,Both sexes,758.4,Age-standardized NCD mortality rate  (per 100 000 population),GUY,Moderate,
Samoa,2011,Both sexes,765.2,Age-standardized NCD mortality rate  (per 100 000 population),WSM,Moderate,
Georgia,2011,Both sexes,772.8,Age-standardized NCD mortality rate  (per 100 000 population),GEO,Moderate,
Belarus,2011,Both sexes,771.3,Age-standardized NCD mortality rate  (per 100 000 population),BLR,Moderate,
Somalia,2011,Both sexes,793.5,Age-standardized NCD mortality rate  (per 100 000 population),SOM,Moderate,
Azerbaijan,2011,Both sexes,795.6,Age-standardized NCD mortality rate  (per 100 000 population),AZE,Moderate,
Kyrgyzstan,2011,Both sexes,801.9,Age-standardized NCD mortality rate  (per 100 000 population),KGZ,High,
Egypt,2011,Both sexes,809.2,Age-standardized NCD mortality rate  (per 100 000 population),EGY,High,
Republic of Moldova,2011,Both sexes,812.2,Age-standardized NCD mortality rate  (per 100 000 population),MDA,High,
Eritrea,2011,Both sexes,830.9,Age-standardized NCD mortality rate  (per 100 000 population),ERI,High,
Bahrain,2011,Both sexes,834.8,Age-standardized NCD mortality rate  (per 100 000 population),BHR,High,
Kazakhstan,2011,Both sexes,829.2,Age-standardized NCD mortality rate  (per 100 000 population),KAZ,High,
Eswatini,2011,Both sexes,889.2,Age-standardized NCD mortality rate  (per 100 000 population),SWZ,High,
Haiti,2011,Both sexes,894.6,Age-standardized NCD mortality rate  (per 100 000 population),HTI,High,
Zimbabwe,2011,Both sexes,906.6,Age-standardized NCD mortality rate  (per 100 000 population),ZWE,High,
Mongolia,2011,Both sexes,918.0,Age-standardized NCD mortality rate  (per 100 000 population),MNG,High,
Central African Republic,2011,Both sexes,935.5,Age-standardized NCD mortality rate  (per 100 000 population),CAF,High,
Afghanistan,2011,Both sexes,973.4,Age-standardized NCD mortality rate  (per 100 000 population),AFG,High,
Solomon Islands,2011,Both sexes,969.6,Age-standardized NCD mortality rate  (per 100 000 population),SLB,High,
Vanuatu,2011,Both sexes,984.3,Age-standardized NCD mortality rate  (per 100 000 population),VUT,High,
Lesotho,2011,Both sexes,985.1,Age-standardized NCD mortality rate  (per 100 000 population),LSO,High,
Micronesia (Federated States of),2010,Both sexes,1003.0,Age-standardized NCD mortality rate  (per 100 000 population),FSM,High,
Fiji,2010,Both sexes,1007.0,Age-standardized NCD mortality rate  (per 100 000 population),FJI,High,
Kiribati,2010,Both sexes,1077.0,Age-standardized NCD mortality rate  (per 100 000 population),KIR,High,
Eswatini,2010,Both sexes,1089.0,Age-standardized NCD mortality rate  (per 100 000 population),SWZ,High,
Uzbekistan,2010,Both sexes,1085.0,Age-standardized NCD mortality rate  (per 100 000 population),UZB,High,
Japan,2010,Both sexes,250.9,Age-standardized NCD mortality rate  (per 100 000 population),JPN,Low,
Singapore,2010,Both sexes,283.6,Age-standardized NCD mortality rate  (per 100 000 population),SGP,Low,
Peru,2010,Both sexes,294.8,Age-standardized NCD mortality rate  (per 100 000 population),PER,Low,
Switzerland,2010,Both sexes,309.7,Age-standardized NCD mortality rate  (per 100 000 population),CHE,Low,
Australia,2010,Both sexes,314.7,Age-standardized NCD mortality rate  (per 100 000 population),AUS,Low,Oceania
France,2010,Both sexes,324.6,Age-standardized NCD mortality rate  (per 100 000 population),FRA,Low,
Israel,2010,Both sexes,321.3,Age-standardized NCD mortality rate  (per 100 000 population),ISR,Low,
Italy,2010,Both sexes,324.8,Age-standardized NCD mortality rate  (per 100 000 population),ITA,Low,
United Arab Emirates,2010,Both sexes,331.7,Age-standardized NCD mortality rate  (per 100 000 population),ARE,Low,
Republic of Korea,2010,Both sexes,326.0,Age-standardized NCD mortality rate  (per 100 000 population),KOR,Low,
Canada,2010,Both sexes,331.7,Age-standardized NCD mortality rate  (per 100 000 population),CAN,Low,North America
Iceland,2010,Both sexes,330.5,Age-standardized NCD mortality rate  (per 100 000 population),ISL,Low,
Spain,2010,Both sexes,331.7,Age-standardized NCD mortality rate  (per 100 000 population),ESP,Low,
Kuwait,2010,Both sexes,343.7,Age-standardized NCD mortality rate  (per 100 000 population),KWT,Low,
Luxembourg,2010,Both sexes,336.2,Age-standardized NCD mortality rate  (per 100 000 population),LUX,Low,
New Zealand,2010,Both sexes,340.6,Age-standardized NCD mortality rate  (per 100 000 population),NZL,Low,
Sweden,2010,Both sexes,343.2,Age-standardized NCD mortality rate  (per 100 000 population),SWE,Low,
Cyprus,2010,Both sexes,350.6,Age-standardized NCD mortality rate  (per 100 000 population),CYP,Low,
Puerto Rico,2010,Both sexes,348.9,Age-standardized NCD mortality rate  (per 100 000 population),PRI,Low,
Costa Rica,2010,Both sexes,353.4,Age-standardized NCD mortality rate  (per 100 000 population),CRI,Low,
Norway,2010,Both sexes,350.4,Age-standardized NCD mortality rate  (per 100 000 population),NOR,Low,
Ireland,2010,Both sexes,359.0,Age-standardized NCD mortality rate  (per 100 000 population),IRL,Low,
Netherlands (Kingdom of the),2010,Both sexes,362.2,Age-standardized NCD mortality rate  (per 100 000 population),NLD,Low,
Austria,2010,Both sexes,371.3,Age-standardized NCD mortality rate  (per 100 000 population),AUT,Low,
Belgium,2010,Both sexes,369.1,Age-standardized NCD mortality rate  (per 100 000 population),BEL,Low,
Malta,2010,Both sexes,371.8,Age-standardized NCD mortality rate  (per 100 000 population),MLT,Low,
United Kingdom of Great Britain and Northern Ireland,2010,Both sexes,372.0,Age-standardized NCD mortality rate  (per 100 000 population),GBR,Low,
Greece,2010,Both sexes,377.7,Age-standardized NCD mortality rate  (per 100 000 population),GRC,Low,
Germany,2010,Both sexes,383.4,Age-standardized NCD mortality rate  (per 100 000 population),DEU,Low,Europe
Portugal,2010,Both sexes,376.9,Age-standardized NCD mortality rate  (per 100 000 population),PRT,Low,
Panama,2010,Both sexes,379.0,Age-standardized NCD mortality rate  (per 100 000 population),PAN,Low,
Chile,2010,Both sexes,386.2,Age-standardized NCD mortality rate  (per 100 000 population),CHL,Low,
Finland,2010,Both sexes,385.8,Age-standardized NCD mortality rate  (per 100 000 population),FIN,Low,
Slovenia,2010,Both sexes,393.6,Age-standardized NCD mortality rate  (per 100 000 population),SVN,Low,
Nicaragua,2010,Both sexes,395.3,Age-standardized NCD mortality rate  (per 100 000 population),NIC,Low,
Thailand,2010,Both sexes,401.6,Age-standardized NCD mortality rate  (per 100 000 population),THA,Moderate,
United States of America,2010,Both sexes,407.7,Age-standardized NCD mortality rate  (per 100 000 population),USA,Moderate,
Cabo Verde,2010,Both sexes,414.9,Age-standardized NCD mortality rate  (per 100 000 population),CPV,Moderate,
Lebanon,2010,Both sexes,418.0,Age-standardized NCD mortality rate  (per 100 000 population),LBN,Moderate,
El Salvador,2010,Both sexes,416.2,Age-standardized NCD mortality rate  (per 100 000 population),SLV,Moderate,
Denmark,2010,Both sexes,423.1,Age-standardized NCD mortality rate  (per 100 000 population),DNK,Moderate,
Dominican Republic,2010,Both sexes,433.2,Age-standardized NCD mortality rate  (per 100 000 population),DOM,Moderate,
Colombia,2010,Both sexes,426.1,Age-standardized NCD mortality rate  (per 100 000 population),COL,Moderate,
Ecuador,2010,Both sexes,434.4,Age-standardized NCD mortality rate  (per 100 000 population),ECU,Moderate,
Cuba,2010,Both sexes,439.4,Age-standardized NCD mortality rate  (per 100 000 population),CUB,Moderate,
Iran (Islamic Republic of),2010,Both sexes,446.2,Age-standardized NCD mortality rate  (per 100 000 population),IRN,Moderate,
Saint Lucia,2010,Both sexes,445.4,Age-standardized NCD mortality rate  (per 100 000 population),LCA,Moderate,
Paraguay,2010,Both sexes,463.9,Age-standardized NCD mortality rate  (per 100 000 population),PRY,Moderate,
Venezuela (Bolivarian Republic of),2010,Both sexes,460.0,Age-standardized NCD mortality rate  (per 100 000 population),VEN,Moderate,
United Republic of Tanzania,2010,Both sexes,472.1,Age-standardized NCD mortality rate  (per 100 000 population),TZA,Moderate,
Belize,2010,Both sexes,466.7,Age-standardized NCD mortality rate  (per 100 000 population),BLZ,Moderate,
Argentina,2010,Both sexes,468.4,Age-standardized NCD mortality rate  (per 100 000 population),ARG,Moderate,
Uruguay,2010,Both sexes,467.1,Age-standardized NCD mortality rate  (per 100 000 population),URY,Moderate,
Brunei Darussalam,2010,Both sexes,482.9,Age-standardized NCD mortality rate  (per 100 000 population),BRN,Moderate,
Czechia,2010,Both sexes,483.2,Age-standardized NCD mortality rate  (per 100 000 population),CZE,Moderate,
Mexico,2010,Both sexes,482.6,Age-standardized NCD mortality rate  (per 100 000 population),MEX,Moderate,
Guatemala,2010,Both sexes,477.8,Age-standardized NCD mortality rate  (per 100 000 population),GTM,Moderate,
Nepal,2010,Both sexes,493.8,Age-standardized NCD mortality rate  (per 100 000 population),NPL,Moderate,
Jordan,2010,Both sexes,485.3,Age-standardized NCD mortality rate  (per 100 000 population),JOR,Moderate,
Barbados,2010,Both sexes,488.2,Age-standardized NCD mortality rate  (per 100 000 population),BRB,Moderate,
Bhutan,2010,Both sexes,498.1,Age-standardized NCD mortality rate  (per 100 000 population),BTN,Moderate,
Mauritania,2010,Both sexes,503.2,Age-standardized NCD mortality rate  (per 100 000 population),MRT,Moderate,
Tunisia,2010,Both sexes,496.2,Age-standardized NCD mortality rate  (per 100 000 population),TUN,Moderate,
Albania,2010,Both sexes,499.2,Age-standardized NCD mortality rate  (per 100 000 population),ALB,Moderate,
Antigua and Barbuda,2010,Both sexes,499.7,Age-standardized NCD mortality rate  (per 100 000 population),ATG,Moderate,
South Sudan,2010,Both sexes,509.0,Age-standardized NCD mortality rate  (per 100 000 population),SSD,Moderate,
Türkiye,2010,Both sexes,508.7,Age-standardized NCD mortality rate  (per 100 000 population),TUR,Moderate,
Nigeria,2010,Both sexes,511.6,Age-standardized NCD mortality rate  (per 100 000 population),NGA,Moderate,
Bosnia and Herzegovina,2010,Both sexes,509.0,Age-standardized NCD mortality rate  (per 100 000 population),BIH,Moderate,
Brazil,2010,Both sexes,511.3,Age-standardized NCD mortality rate  (per 100 000 population),BRA,Moderate,South America
Ethiopia,2010,Both sexes,518.3,Age-standardized NCD mortality rate  (per 100 000 population),ETH,Moderate,
Kenya,2010,Both sexes,521.3,Age-standardized NCD mortality rate  (per 100 000 population),KEN,Moderate,Africa
Suriname,2010,Both sexes,515.1,Age-standardized NCD mortality rate  (per 100 000 population),SUR,Moderate,
Saint Vincent and the Grenadines,2010,Both sexes,518.5,Age-standardized NCD mortality rate  (per 100 000 population),VCT,Moderate,
Poland,2010,Both sexes,520.3,Age-standardized NCD mortality rate  (per 100 000 population),POL,Moderate,
Saudi Arabia,2010,Both sexes,534.6,Age-standardized NCD mortality rate  (per 100 000 population),SAU,Moderate,
Sri Lanka,2010,Both sexes,526.1,Age-standardized NCD mortality rate  (per 100 000 population),LKA,Moderate,
Croatia,2010,Both sexes,528.8,Age-standardized NCD mortality rate  (per 100 000 population),HRV,Moderate,
Trinidad and Tobago,2010,Both sexes,529.1,Age-standardized NCD mortality rate  (per 100 000 population),TTO,Moderate,
Estonia,2010,Both sexes,540.6,Age-standardized NCD mortality rate  (per 100 000 population),EST,Moderate,
Niger,2010,Both sexes,551.1,Age-standardized NCD mortality rate  (per 100 000 population),NER,Moderate,
Bolivia (Plurinational State of),2010,Both sexes,554.0,Age-standardized NCD mortality rate  (per 100 000 population),BOL,Moderate,
Libya,2010,Both sexes,553.3,Age-standardized NCD mortality rate  (per 100 000 population),LBY,Moderate,
Malaysia,2010,Both sexes,553.2,Age-standardized NCD mortality rate  (per 100 000 population),MYS,Moderate,
India,2010,Both sexes,549.5,Age-standardized NCD mortality rate  (per 100 000 population),IND,Moderate,Asia
Algeria,2010,Both sexes,562.7,Age-standardized NCD mortality rate  (per 100 000 population),DZA,Moderate,
Equatorial Guinea,2010,Both sexes,566.3,Age-standardized NCD mortality rate  (per 100 000 population),GNQ,Moderate,
Djibouti,2010,Both sexes,573.6,Age-standardized NCD mortality rate  (per 100 000 population),DJI,Moderate,
Honduras,2010,Both sexes,570.3,Age-standardized NCD mortality rate  (per 100 000 population),HND,Moderate,
Bahamas,2010,Both sexes,572.1,Age-standardized NCD mortality rate  (per 100 000 population),BHS,Moderate,
Jamaica,2010,Both sexes,567.4,Age-standardized NCD mortality rate  (per 100 000 population),JAM,Moderate,
Slovakia,2010,Both sexes,573.4,Age-standardized NCD mortality rate  (per 100 000 population),SVK,Moderate,
Uganda,2010,Both sexes,584.6,Age-standardized NCD mortality rate  (per 100 000 population),UGA,Moderate,Africa
Bangladesh,2010,Both sexes,576.2,Age-standardized NCD mortality rate  (per 100 000 population),BGD,Moderate,
Sao Tome and Principe,2010,Both sexes,594.0,Age-standardized NCD mortality rate  (per 100 000 population),STP,Moderate,
Viet Nam,2010,Both sexes,593.3,Age-standardized NCD mortality rate  (per 100 000 population),VNM,Moderate,
Montenegro,2010,Both sexes,586.8,Age-standardized NCD mortality rate  (per 100 000 population),MNE,Moderate,
Timor-Leste,2010,Both sexes,585.5,Age-standardized NCD mortality rate  (per 100 000 population),TLS,Moderate,
Seychelles,2010,Both sexes,595.8,Age-standardized NCD mortality rate  (per 100 000 population),SYC,Moderate,
Iraq,2010,Both sexes,600.0,Age-standardized NCD mortality rate  (per 100 000 population),IRQ,Moderate,
Philippines,2010,Both sexes,614.1,Age-standardized NCD mortality rate  (per 100 000 population),PHL,Moderate,
Sudan,2010,Both sexes,608.2,Age-standardized NCD mortality rate  (per 100 000 population),SDN,Moderate,
Zambia,2010,Both sexes,610.9,Age-standardized NCD mortality rate  (per 100 000 population),ZMB,Moderate,
China,2010,Both sexes,611.3,Age-standardized NCD mortality rate  (per 100 000 population),CHN,Moderate,Asia
Mauritius,2010,Both sexes,614.2,Age-standardized NCD mortality rate  (per 100 000 population),MUS,Moderate,
Senegal,2010,Both sexes,616.8,Age-standardized NCD mortality rate  (per 100 000 population),SEN,Moderate,
Comoros,2010,Both sexes,617.7,Age-standardized NCD mortality rate  (per 100 000 population),COM,Moderate,
Liberia,2010,Both sexes,624.0,Age-standardized NCD mortality rate  (per 100 000 population),LBR,Moderate,
Morocco,2010,Both sexes,617.3,Age-standardized NCD mortality rate  (per 100 000 population),MAR,Moderate,
Maldives,2010,Both sexes,624.8,Age-standardized NCD mortality rate  (per 100 000 population),MDV,Moderate,
Lithuania,2010,Both sexes,617.6,Age-standardized NCD mortality rate  (per 100 000 population),LTU,Moderate,
Malawi,2010,Both sexes,629.5,Age-standardized NCD mortality rate  (per 100 000 population),MWI,Moderate,
Gambia,2010,Both sexes,629.1,Age-standardized NCD mortality rate  (per 100 000 population),GMB,Moderate,
Rwanda,2010,Both sexes,628.3,Age-standardized NCD mortality rate  (per 100 000 population),RWA,Moderate,Africa
Hungary,2010,Both sexes,625.4,Age-standardized NCD mortality rate  (per 100 000 population),HUN,Moderate,
Benin,2010,Both sexes,638.9,Age-standardized NCD mortality rate  (per 100 000 population),BEN,Moderate,
Namibia,2010,Both sexes,652.2,Age-standardized NCD mortality rate  (per 100 000 population),NAM,Moderate,
Oman,2010,Both sexes,648.2,Age-standardized NCD mortality rate  (per 100 000 population),OMN,Moderate,
Romania,2010,Both sexes,647.0,Age-standardized NCD mortality rate  (per 100 000 population),ROU,Moderate,
Latvia,2010,Both sexes,654.7,Age-standardized NCD mortality rate  (per 100 000 population),LVA,Moderate,
Mali,2010,Both sexes,658.1,Age-standardized NCD mortality rate  (per 100 000 population),MLI,Moderate,
Ghana,2010,Both sexes,664.5,Age-standardized NCD mortality rate  (per 100 000 population),GHA,Moderate,
Chad,2010,Both sexes,669.6,Age-standardized NCD mortality rate  (per 100 000 population),TCD,Moderate,
Gabon,2010,Both sexes,669.0,Age-standardized NCD mortality rate  (per 100 000 population),GAB,Moderate,
Angola,2010,Both sexes,673.4,Age-standardized NCD mortality rate  (per 100 000 population),AGO,Moderate,
Cote d'Ivoire,2010,Both sexes,672.2,Age-standardized NCD mortality rate  (per 100 000 population),CIV,Moderate,
North Macedonia,2010,Both sexes,667.0,Age-standardized NCD mortality rate  (per 100 000 population),MKD,Moderate,
Burundi,2010,Both sexes,676.9,Age-standardized NCD mortality rate  (per 100 000 population),BDI,Moderate,
Burkina Faso,2010,Both sexes,683.4,Age-standardized NCD mortality rate  (per 100 000 population),BFA,Moderate,
Guinea,2010,Both sexes,682.4,Age-standardized NCD mortality rate  (per 100 000 population),GIN,Moderate,
Tonga,2010,Both sexes,678.9,Age-standardized NCD mortality rate  (per 100 000 population),TON,Moderate,
Serbia,2010,Both sexes,675.5,Age-standardized NCD mortality rate  (per 100 000 population),SRB,Moderate,
South Africa,2010,Both sexes,684.3,Age-standardized NCD mortality rate  (per 100 000 population),ZAF,Moderate,
Yemen,2010,Both sexes,689.2,Age-standardized NCD mortality rate  (per 100 000 population),YEM,Moderate,
Sierra Leone,2010,Both sexes,693.2,Age-standardized NCD mortality rate  (per 100 000 population),SLE,Moderate,
Democratic People's Republic of Korea,2010,Both sexes,692.3,Age-standardized NCD mortality rate  (per 100 000 population),PRK,Moderate,
Syrian Arab Republic,2010,Both sexes,693.8,Age-standardized NCD mortality rate  (per 100 000 population),SYR,Moderate,
Turkmenistan,2010,Both sexes,689.2,Age-standardized NCD mortality rate  (per 100 000 population),TKM,Moderate,
Armenia,2010,Both sexes,689.7,Age-standardized NCD mortality rate  (per 100 000 population),ARM,Moderate,
Bulgaria,2010,Both sexes,686.9,Age-standardized NCD mortality rate  (per 100 000 population),BGR,Moderate,
Papua New Guinea,2010,Both sexes,698.5,Age-standardized NCD mortality rate  (per 100 000 population),PNG,Moderate,
Cambodia,2010,Both sexes,700.2,Age-standardized NCD mortality rate  (per 100 000 population),KHM,Moderate,
Indonesia,2010,Both sexes,697.2,Age-standardized NCD mortality rate  (per 100 000 population),IDN,Moderate,
Democratic Republic of the Congo,2010,Both sexes,708.6,Age-standardized NCD mortality rate  (per 100 000 population),COD,Moderate,
Botswana,2010,Both sexes,711.9,Age-standardized NCD mortality rate  (per 100 000 population),BWA,Moderate,
Cameroon,2010,Both sexes,706.2,Age-standardized NCD mortality rate  (per 100 000 population),CMR,Moderate,
Mozambique,2010,Both sexes,717.5,Age-standardized NCD mortality rate  (per 100 000 population),MOZ,Moderate,
Madagascar,2010,Both sexes,717.9,Age-standardized NCD mortality rate  (per 100 000 population),MDG,Moderate,
Pakistan,2010,Both sexes,720.7,Age-standardized NCD mortality rate  (per 100 000 population),PAK,Moderate,
Myanmar,2010,Both sexes,725.5,Age-standardized NCD mortality rate  (per 100 000 population),MMR,Moderate,
Guinea-Bissau,2010,Both sexes,738.7,Age-standardized NCD mortality rate  (per 100 000 population),GNB,Moderate,
Lao People's Democratic Republic,2010,Both sexes,742.8,Age-standardized NCD mortality rate  (per 100 000 population),LAO,Moderate,
Tajikistan,2010,Both sexes,738.5,Age-standardized NCD mortality rate  (per 100 000 population),TJK,Moderate,
Congo,2010,Both sexes,754.1,Age-standardized NCD mortality rate  (per 100 000 population),COG,Moderate,
