IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,626.4,,,556.5,,774,630 [560-770],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,639.5,,,301.9,,994.9,640 [300-990],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,BEN,Benin,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,636.8,,,357.2,,1031,640 [360-1030],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,GMB,Gambia,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,638.1,,,368.7,,1132,640 [370-1130],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,GAB,Gabon,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,649.8,,,329.2,,1071,650 [330-1070],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,653.5,,,379.4,,1103,650 [380-1100],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,GHA,Ghana,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,652.7,,,390.4,,1002,650 [390-1000],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,PSE,"occupied Palestinian territory, including east Jerusalem",Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,653.4,,,452.9,,870.9,650 [450-870],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,ZAF,South Africa,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,645.2,,,497.2,,768,650 [500-770],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,GRD,Grenada,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,654.3,,,503.1,,784.8,650 [500-780],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,TCD,Chad,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,655.6,,,332.2,,1072,660 [330-1070],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,BDI,Burundi,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,662.6,,,345,,1133,660 [340-1130],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,AGO,Angola,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,660.4,,,348,,1052,660 [350-1050],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,MLI,Mali,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,664.2,,,345.9,,1106,660 [350-1110],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,GIN,Guinea,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,671.2,,,374.5,,1089,670 [370-1090],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,HND,Honduras,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,673.1,,,389.3,,1145,670 [390-1140],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,669.9,,,415.8,,1022,670 [420-1020],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,675.9,,,349.5,,1037,680 [350-1040],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,682.9,,,348.9,,971.1,680 [350-970],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,681.8,,,480,,938.7,680 [480-940],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,690.5,,,363.4,,1254,690 [360-1250],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,687,,,402.3,,1074,690 [400-1070],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,690.4,,,412.4,,1107,690 [410-1110],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,689.5,,,424.6,,1048,690 [420-1050],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,686.2,,,565.4,,834.8,690 [570-830],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,696.6,,,329.4,,1225,700 [330-1230],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,698.7,,,374.1,,1110,700 [370-1110],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,MDG,Madagascar,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,701.6,,,387.2,,1186,700 [390-1190],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,701.7,,,484,,998.6,700 [480-1000],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,BLR,Belarus,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,697.3,,,630.2,,859.4,700 [630-860],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,697.5,,,641.2,,763.7,700 [640-760],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,CMR,Cameroon,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,713.9,,,397.5,,1226,710 [400-1230],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,707.6,,,448.9,,1051,710 [450-1050],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,706.1,,,511,,929.7,710 [510-930],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,UKR,Ukraine,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,711,,,627.3,,826.1,710 [630-830],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,715.9,,,406.8,,1077,720 [410-1080],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,BWA,Botswana,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,719.4,,,412.7,,1117,720 [410-1120],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,722.5,,,429,,1173,720 [430-1170],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,GEO,Georgia,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,717.2,,,579,,832.1,720 [580-830],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,COG,Congo,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,729.2,,,376.3,,1166,730 [380-1170],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,TGO,Togo,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,733.7,,,402.9,,1205,730 [400-1210],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,728,,,441.2,,908.1,730 [440-910],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,730.6,,,602.2,,861.1,730 [600-860],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,753.6,,,418,,1261,750 [420-1260],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,748.4,,,542.4,,780.9,750 [540-780],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,GUY,Guyana,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,753.7,,,581.5,,963.2,750 [580-960],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,755.9,,,609.2,,875.9,760 [610-880],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,773.2,,,467.6,,1152,770 [470-1150],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,799,,,587,,1167,800 [590-1170],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,ERI,Eritrea,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,818.3,,,453.3,,1491,820 [450-1490],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,837.4,,,399.2,,1633,840 [400-1630],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,859.7,,,590.2,,1236,860 [590-1240],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,865.2,,,472.4,,1754,870 [470-1750],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,HTI,Haiti,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,891.3,,,489.5,,1572,890 [490-1570],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,898.8,,,499.4,,1370,900 [500-1370],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,930.6,,,452.5,,1546,930 [450-1550],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,LSO,Lesotho,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,933.6,,,527,,1650,930 [530-1650],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,944.3,,,493.3,,1654,940 [490-1650],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,960.5,,,576.7,,1435,960 [580-1440],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,970.4,,,652.1,,1655,970 [650-1650],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,984.6,,,800.8,,1108,980 [800-1110],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,989.4,,,651.3,,1633,990 [650-1630],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2013,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,989.8,,,660.6,,1274,990 [660-1270],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,997.1,,,650.6,,1629,1000 [650-1630],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,996.5,,,673.9,,1263,1000 [670-1260],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1042,,,853,,1180,1040 [850-1180],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1071,,,591,,1636,1070 [590-1640],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,246.4,,,203.8,,304.9,250 [200-300],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,PER,Peru,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,268,,,172.2,,401.9,270 [170-400],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,268.5,,,228.9,,364.5,270 [230-360],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,302.8,,,229.7,,390.3,300 [230-390],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,303.2,,,237.4,,382.8,300 [240-380],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,308.1,,,206.8,,442.4,310 [210-440],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,314.4,,,239.7,,393.4,310 [240-390],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,FRA,France,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,314.5,,,244.4,,395.7,310 [240-400],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,CAN,Canada,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,319.9,,,249.6,,399.2,320 [250-400],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,ISL,Iceland,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,318.1,,,246.1,,409.2,320 [250-410],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,ISR,Israel,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,319.5,,,248.4,,411.5,320 [250-410],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,ESP,Spain,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,323.6,,,250,,414.2,320 [250-410],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,324.8,,,256.5,,404.3,320 [260-400],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,328,,,251,,420.2,330 [250-420],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,ITA,Italy,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,326.1,,,262.9,,392.5,330 [260-390],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,CYP,Cyprus,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,336.6,,,224.2,,479.8,340 [220-480],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,PRI,Puerto Rico,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,340.6,,,253.5,,401.7,340 [250-400],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,336.2,,,266.6,,419,340 [270-420],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,SWE,Sweden,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,335.1,,,268.2,,416.2,340 [270-420],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,NOR,Norway,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,339.9,,,283.8,,406.8,340 [280-410],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,352.5,,,224.4,,534.7,350 [220-530],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,353.3,,,278.7,,444.6,350 [280-440],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,MLT,Malta,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,350.8,,,284.9,,467.1,350 [280-470],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,BEL,Belgium,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,362.2,,,281.5,,461.1,360 [280-460],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,PRT,Portugal,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,359.7,,,280.7,,464.1,360 [280-460],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,AUT,Austria,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,363.9,,,286.7,,456.8,360 [290-460],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,362,,,312.6,,414.6,360 [310-410],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,374.8,,,247.8,,585.2,370 [250-590],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,CHL,Chile,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,366.1,,,279.6,,449.1,370 [280-450],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,DEU,Germany,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,369,,,290.2,,463.8,370 [290-460],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,IRL,Ireland,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,369.6,,,288.4,,464.2,370 [290-460],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,FIN,Finland,Year,2012,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,375,,,292.8,,473.9,370 [290-470],,,EN,2025-03-18T22:00:00.000Z
